1.690166392319860100e-01,3.388227369507845754e-01,4.187148950735605224e-01,8.803809128912609694e-01,1.142259729591190709e+00,3.872032868263405314e-01,7.630696235003697758e-01,9.055665308802534064e-01,1.075241865073922831e+00,7.167693795360638997e-01
1.357506125534536090e-01,9.440090283615081290e-01,8.822183927574348550e-01,1.013292168574985164e+00,1.026291943960931929e+00,3.547631268523948611e-01,1.139476879636700302e+00,4.138694761515673837e-01,4.621906303073010647e-01,2.081939624199588001e-01
2.428269475924309528e-01,1.523316755838806102e-01,3.593366296858557796e-01,8.209197272671187040e-01,6.825247357227565148e-01,7.416288036272290496e-01,5.962120823895800115e-02,8.655968047195652382e-01,8.986967864242471071e-01,6.460622655016514670e-01
9.050679990327987756e-01,1.621211573245218140e-01,7.023036600661407558e-01,9.337610006651804184e-01,8.619651850019119932e-01,9.535434721656823598e-01,1.294355173612349308e-01,8.724119185285816869e-02,1.705276727481987997e-01,5.366955961494211946e-01
5.588822380992208849e-01,1.184310420028231281e+00,6.440406441163505358e-01,8.401387139679213911e-01,8.684053780372265052e-01,9.005443402719476298e-01,1.194058700614761603e+00,4.377834161790500334e-01,7.705559870594338445e-01,1.225054558374778946e+00
6.886206140064506931e-01,2.577266346382963702e-01,4.778613521176435230e-01,1.364076274784765452e+00,1.243785763447258885e+00,9.785371561619813363e-01,8.414008840828397506e-01,1.195894003992248100e+00,3.398154307921005812e-01,8.763702146166155726e-01
9.796872926182740304e-01,1.845449732472632109e-01,7.875852125980734586e-01,1.167866260867481021e+00,1.295714082973449477e+00,3.198982288578514077e-01,8.206945661587583540e-01,4.022477001770533578e-01,5.682309152736233493e-01,8.991171028915621033e-01
2.939034521519413579e-01,5.642950195336998709e-01,7.488273276133159406e-01,2.431000598451047434e-01,3.144631918284495065e-01,5.899791828967601015e-01,3.856894807751205523e-01,7.669164638268450851e-01,5.012681441294575269e-02,6.228598152989517356e-02
1.200880616262816059e+00,1.080782179443277924e+00,5.960315967244347313e-01,1.787702808227124018e-01,2.551387312676571262e-01,4.711765728642183237e-01,3.415818407165197579e-01,4.816584542670009350e-01,5.543986041606958626e-01,8.802144835633243236e-01
5.546653483556230890e-01,5.070852763417535991e-01,3.670473781556605752e-01,7.797200603752324488e-01,9.832955962790858040e-01,3.222669683230507953e-01,9.751102946581613473e-01,6.027682272150362008e-01,6.021460093814778869e-02,5.683546075382872598e-01
1.044999151105518997e-02,7.502113805368574306e-01,3.345444065424689750e-01,6.877681740314262049e-01,8.823146647527791986e-01,8.836026101166102320e-01,1.370662100775844605e-01,4.583821896961093323e-02,5.729177142931571876e-01,7.537852743621744622e-01
1.387536765314206111e+00,5.222002738067947902e-01,2.064738283267903429e-01,4.828677598789649084e-01,1.002933992847731659e+00,7.307891232485537181e-01,1.058061677012163138e-01,9.400190178109746331e-01,1.118907855693018538e+00,1.004421630839904989e+00
7.745333177524155177e-01,2.660618529357093309e-01,3.018236810547212934e-01,9.670825195279116882e-01,9.662526540304863243e-01,8.821879640756511431e-01,6.351650571440938808e-01,6.449233527526567755e-01,5.795486351681675696e-01,9.294567531148891781e-01
2.476960591163793746e-01,1.932682510890978422e-01,1.797894379179213464e-01,5.466352012974702301e-01,4.015571792853753763e-01,4.473246588547958869e-01,2.117771603622157217e-01,2.126557896658121116e-01,6.393718222178782495e-01,1.416694997327422323e-01
7.950282997505809801e-01,5.090577006643672853e-01,2.131733945108917894e-01,6.002004509383750408e-01,5.538342430668018457e-01,2.181315352019549403e-01,2.400714734222798574e-01,8.074094666324560521e-02,1.035737737575879169e-01,4.634305597301163759e-01
